Beer_ID,Beer_Name,Brewery_ID,ABV,IBU,Description,No_of_Ratings,Style,Overall_Rating
5197,Amber Ale,929,5,30,"This beautiful amber beer is a malt dominated brew, featuring biscuity, bread-like malt cleanliness. A nice mild, Hallertau noble hop flavored bitterness fills in the background. Its fresh flavor is smooth and carefully balanced with a nice mellowness and hint of caramel malt balanced by medium hop bitterness. It is an all malt beer that is naturally carbonated.",1,"['Red Ale - American Amber', 'Red']",3.412
1246581,Brahma Extra Red Lager,4538,5.2,0,"Brahma Extra Red Lager é  uma cerveja produzida com Maltes especiais. Sua cor âmbar com tonalidade avermelhada, é devido ao extrato de malte e, além de límpida e translúcida ela também possui um aroma leve de caramelo, malte torrado e leves notas frutais. Seu sabor diferenciado, seu corpo moderado com espuma estável e sua leve acidez, harmonizam perfeitamente com massas e queijos. ",1,"['Lager - American Amber', 'Red']",2.708
1439623,Orange Gose,567,5,0,,1,['Gose'],3.357
16565,Krachtig Kanon,4058,11.6,0,"Krachtig Kanon is een volgouden bier, krachtig en machtig van smaak. Eerst valt de zoetheid op, dat langzaam wordt overgenomen door een aangename prikkeling op de tong. Kanon is gebrouwen met de grootst mogelijke zorg, precies zoals het moet worden gedronken. Een rijk en krachtig bier om rustig van te genieten.

In 1997, to celebrate the 100 year anniversery of Grolsch's beugel (swingtop) bottle, six special beers were brewn. At the end of the year, people could vote for their favorite which would enter regular production. Het Kanon was the winner.
Het Kanon was the second of these entries, released in march.",3,['Lager - Euro Strong'],3.197
5190,Espresso Oak Aged Yeti,604,9.5,75,"A generous infusion of espresso adds yet another layer of complexity to this beer, combining with the vanilla oak character, intense roasty maltiness and bold hop profile to create a whole new breed of mythical creature.",1,"['Stout - American Imperial', 'Double']",4.146
1130745,Hawaiian Sunburn,7294,5.3,9,"Transport your tastebuds to tropical oasis. As you take three deep breaths and stare out at the crystal blue waters, the air fills with a lactic sour aroma and the flavors of sweet pineapple nectar and habañero spice really let you sink in. The latent throat burn lets you know you've probably been out a little too long, but what the hell, it's vacation. ",4,['Sour Ale'],3.41
1318586,Cask Conditional Dogs & Boats W/ Radpberries,44879,9.1,0,Dipa w/ Rasperries,1,['Fruit Beer'],3.798
66547,ControversiALE,1139,6.5,65,"ControversiALE, FKA Hangin’ Frank, is a tribute to Simcoe hops. Simcoe hops are extremely sought after and limited, so Short’s is excited to share this unique brew with Michigan craft beer lovers every spring. The earthy, citrus and pine-laced nose is instantly delectable. Large amounts of toasted grains and high alpha hops form a perfect union that creates the cool sensation of toasted sourdough covered with zesty grapefruit hop marmalade. ControversiALE has an enchantingly straightforward hop aroma, flavor and overall intensity through ample additions of only Simcoe hops. While this beer is hopped like an IPA, it drinks like a pale ale. The light, refreshing qualities of this beer make it perfect for springtime.",1,['Ipa - American'],3.721
454641,Rakki,78852,4.5,39,"Koira on miehen paras kaveri. 
Rakkia Ei tosin sylikoiraksi saa tekemälläkään. 

Rakkia on läjäytetty runsaalla humaloinnilla ennen kuin se on laskettu irti. Tästä olut saa runsaan hedelmäisen aromin sekä pitkän katkeruuden. 

Rakki räksyttää parhaiten keskimääräistä kovemmalla soitetun QOTSAn kanssa. Ja se näyttää lempeämmän luonteensa lohen ja possun kanssa. ",1,['Pale Ale - American'],3.327
699461,White Witch,3367,6.5,25,"Classic Belgian style Saison with a little twist. Very refreshing, light citric, herbal and hoppy. What else do you need on a sunny summer afternoon? Flavor indication: fruity, citric, grassy, herbal.",1,"['Saison', 'Farmhouse Ale']",3.525
1028002,Marmalade And Assam Tea IPA,144852,7.4,0,Collaboration with Hop On The Bike,1,['Ipa - English'],3.707
1423451,Samuel Adams Boston Lager (2016),157,4.9,30,"Samuel Adams Boston Lager® is the best example of the fundamental characteristics of a great beer, offering a full, rich flavor that is both balanced and complex. It is brewed using a decoration mash, a time consuming, traditional four vessel brewing process discarded by many contemporary brewers. This process brings forth a rich sweetness from the malt that makes it well worth the effort. Samuel Adams Boston Lager® also uses only the finest of ingredients including two row barley, as well as German Noble aroma hops. The exclusive use of two row barley not only imparts a full, smooth body but also gives the beer a wide spectrum of malt flavor ranging from slightly sweet to caramel to slightly roasted. The Noble hops varieties, Hallertau Mittelfruh and Tettnang Tettnanger, add a wide range of floral, piney and citrus notes, which are present from the aroma, through the flavor, to the lingering smooth finish. We take great pride in the Noble hops used in our beers. They are hand selected by Jim Koch and our other brewers from the world's oldest hops growing area. Among the world's most expensive, they cost twenty times as much as other hops. ",1,"['Lager - Vienna', 'Amber']",3.617
134392,Raspberry Barleywine Style Ale,1999,9,0,"This special ale is inviting with its ruby hued appearance from the generous use of half a pound per gallon of fresh raspberries from a local farm only a few miles from the brewery.  Luscious malts and a balanced hop bitterness support the rich sweet/tart character of the fruit.  This brew is dangerously drinkable, challenging the notion of what a “fruit beer” is.

Available each year in February, in time for Valentine’s Day.",1,['Fruit Beer'],3.551
10526,Conway's Irish Ale,3125,6.5,25,A malty Irish ale with a notable toasty flavor derived from lightly roasted malt. ,1,['Red Ale - Irish'],3.62
66125,Lupulus - Blond,14082,8.5,0,"Lupulus is a blonde ale with an alcohol proof of 8,5 %, refermented in champagne bottles and in casks. The choice not to filter the beer, as well as not to pasteurize it ensures its taste and aromatic quality.
The use of hops in considerable quantities, gives this liquid gold a freshness and an incomparable bouquet. Store this beer, as it ought to be, next to your beloved Grand-Cru and serve at a temperature between 8 and 12°C (46,4 and 53,6°F). You'll be delighted !",3,['Belgian Tripel'],3.664
10524,Thrappledouser,696,4.3,0,"Thrapple is the Scots word for throat. And what a wonderfully expressive word it is. So when you hear someone say ""My throat's really dry"" you can cry out in glorious abandonment ""Douse your thrapple with Thrappledouser my guid man!"". Then stand back.

Available throughout the year, the beer is a golden copper coloured ale, which has a thick and creamy off-white head that laces your glass all the way to the bottom, leaving you wanting more. A marriage of Pilgrim, East Kent Goldings and Cascade hops presents a delicate citrus aroma and a unique spicy floral taste.",1,['Scottish Ale'],3.432
1131149,Little Juice IPA,143890,6.6,65,,1,['Ipa - American'],3.871
889990,Unionator,118327,7.3,25,,1,['Doppelbock'],3.649
1020445,East Bank Farmhouse Ale,127424,6.5,0,,1,"['Saison', 'Farmhouse Ale']",4.248
917045,Barrel Aged Anfernee,10905,8,0,,1,['Barleywine - English'],3.998
1411326,Belgian Golden Strong,165610,10,0,"Fruity esters reminiscent of pears and apples which are complimented by a gentle hop spice, medium bodied that finishes dry",1,"['Blonde Ale - Belgian Blonde', 'Golden']",4.029
228675,Hullabaloo Winter Beer,3287,6.5,39,"Experience a world of hearty flavors and aromas with this special winter beer. This brew starts as a Scottish ale featuring European and Domestic malts,
giving Hullabaloo intriguing caramel and roast nuances. A blend of American and English hops delivers ample bitterness & unique hop profile. This is a big, rich beer with a nice, underlying complexity – Toast to the Season!",1,"['Scotch Ale', 'Wee Heavy']",3.418
320072,Apricot Crush,3436,4.2,0,,1,['Sour Ale'],3.798
571981,American Pale Ale,2566,4.8,0,,2,['Pale Ale - American'],3.189
1456390,Bone Biter Honey Wheat IPA,118962,7,0,Honey IPA,1,['Ipa - American'],3.8
1317002,Triple Merci,3232,10,0,Collaboration avec Dieu du ciel! Brassin hommage à Mario D'Eer,1,['Belgian Tripel'],3.755
1298908,Porter Baltique Édition Spéciale 2015 (Bourbon & Brandy) ,2546,10.5,30,"Élevée 6 mois en fûts fe bourbon & brandy De 12 à 25 Ans d'âge.

Aged 6 months in bourbon and brandy barrels of 12 to 25 years of age.",1,['Porter - Baltic'],4.451
607359,Kozel Nefiltrovaný,135600,4.9,0,,1,"['Kellerbier', 'Zwickelbier']",3.151
1399369,Double Skull Doppelbock Lager (Release #35),7216,8.4,0,,1,['Doppelbock'],4.1
1424361,Venerable Burton,126703,6,60,,1,['Ipa - English'],3.533
383962,Vacation Kölsch®,50714,5,20,"A delicately balanced, authentic Kölsch style ale brewed with the finest German malts, hops and yeast to provide a crisp, clean and refreshing match for summer relaxation.",1,['K\xc3\xb6Lsch'],3.511
1460075,Hi5 Amburana,24261,7,62,Edição especial da Hi5 maturada com chips de Amburana embebidos em cachaça.,1,"['Ipa - Black', 'Cascadian Dark Ale']",3.908
1172284,Peanut Alert,40054,6,25,Red Ale w/ Peanut Butter,1,"['Red Ale - American Amber', 'Red']",4.003
1178232,How Now Brown Porter,45319,4.8,15,"This easy-drinking pub porter is lighter in body than most, and will satisfy your cravings for dark beer even while it’s 105 degrees outside. Notes of chocolate predominate, with a clean, slightly roasty finish. Properly balanced, it’s neither too sweet nor too dry…it’s juuuuuust right. ",1,['Porter - Other'],3.737
855849,Merry Christmas & Happy New Year (Our Special Ale) (2014),3891,5.5,0,,1,['Winter Warmer'],3.527
100107,Blue Dragon Double IPA,2026,7.5,0,,1,"['Ipa - Imperial', 'Double']",3.718
189819,Genius Of Suburbia,1571,3.8,36,Session IPA. ,1,"['Ipa - Session', 'India Session Ale']",3.437
1328478,Tropidelic,3555,5.4,0,,1,['Pale Ale - New Zealand'],3.784
1312619,Incarnation IPA,14417,6.5,65,,1,['Ipa - American'],3.863
1400861,Bitter-Chocolate Stout,140251,5,0,,1,['Stout - Other'],3.791
298490,Czech Norris,10776,6.7,40,"Walker Imperial Pils. On September 18, 2012 Chuck Norris, after a relaxing trip into space, he returned from a spacecraft into Earth's atmosphere diving, reaching a temperature of 3000 ° F. The impact swept Europe, leaving intact only a field of Saaz in the Czech Republic and Codogno to allow Brewfist and Pubs all'Arrogant to create this beautiful Pils. ",1,"['Pilsner - Imperial', 'Double']",3.406
866978,Nooner Batch 7,44115,10,0,Double Chocolate Bourbon BA #YOLO - aka #CHOLO,1,['Porter - Baltic'],4.384
1441242,Pulp Free,184717,6.9,0,"Pulp Free is the second in our series of conceptual IPAs, exploring and experimenting on specific aspects of this freight train of a beer style. This time around we visit the trend in the Northeast of juicy yet turbid IPAs, and we attempt to replicate this over the top juicy profile and aroma, all while leaving out as much yeast as possible to avoid the short shelf life and off flavor caused by leaving excessive yeast in beer. High starch and protein grains are used in more than one step in the brewing process to guarantee not just body, but that trademark haze we have come to expect from the Northeast. We went for a far more aromatic yeast ester profile than normal, contributing complimentary scents of over-ripe peaches falling from the tree. Low bitterness and an over-the-top dry hopping of Citra and Mosaic hops keep this beer in line with our typical Fieldwork flavor profile. The hops meld together to create an aggressive aroma that smells like a drive through a citrus orchard in peak of season. Notes of fresh orange, yellow grapefruit, and juicy sweet mango trek from the first sniff to the last sip. Pulp Free IPA delivers just what we want, pure juicy hop deliciousness without any of that pesky pulp.  ",1,['Ipa - American'],4.107
431309,SYL,33211,6.2,0,"SYL started like as WLS a few tweaks and a few hundred litres down the drain later…. We have SYL a black jaggery I?A – named after Mr Syl Johnson, the man behind one of my favorite soul albums of all time ‘Is it because I’m black’ a masterpiece!",1,"['Ipa - Black', 'Cascadian Dark Ale']",3.671
294957,La Rossa dell'Officina,31385,6,0,,1,['Lager - Dunkel Munich'],2.829
28847,Gouyasse Blonde,3441,6,0,,1,['Pale Ale - Belgian'],3.307
1435799,Hard Wired Coffee Porter,779,6,33,"SUPER SMOOTH WITH CHOCOLATE MALT, COFFEE AND TOFFEE NOTES.
Innately predisposed to be smooth when Poured Hard, this nitro coffee porter builds a pillowy, toffee-sweet head. Coffee and flavors of caramelized sugar, cacao and hints of blueberry lead to a light, smoky finish.",2,['Porter - American'],3.925
1439507,Rubia The Bottle,139375,5.7,35,,1,['Pale Ale - American'],3.542
526371,Dark Hops,48991,8,70,,1,"['Ipa - Black', 'Cascadian Dark Ale']",3.593
812149,Coffee Stout,1142,6.2,53,"A cup of joe and a bold beer can thwart the winter cold, so we blended them for the ultimate warmer. Our Coffee Stout is a fusion of dark roasted malts and rich, cold-brewed coffee for layers of bittersweet, fruity, dark chocolate and caramel-like flavors.",1,['Stout - Other'],3.699
1132825,Mike Riddle's Robust Porter,198378,5.2,52,,1,['Porter - American'],3.758
306296,Broadside Strong Original,11,6.3,0,"Please note that Broadside (cask) and Broadside Strong Original (bottle) are two totally different recipes.

The original recipe Adnams Broadside is now only in bottle. Rich in fruit cake aromas and conserved fruit, Broadside is a beer to savour. Delicious served cool.",1,['Strong Ale - English'],3.612
345222,C.A.F.E. Sour,17660,5.2,0,"C.A.F.E. Sour brings a new twist to the already popular world of coffee beers.  Keeping with Christopher’s favorite coffee’s from Ethiopia, the beer is made with beautiful Ethiopian Yrgicheffe provided by Plowshares Coffee Roasters in Hillburn, NY.  In keeping with an overall Ethiopian theme, Whole Grain Teff and Gesho Leaves & Sticks were used.  Teff is a staple grain of Ethiopia used in their sourdough bread called Injera. And Gesho is used for bittering in the traditional Ethiopian beer “Tella”.  

We wanted to push the boundaries of creativity.  Since Teff is used in sourdough bread, we thought:  why not make a sour beer?  

The end product results in a truly unique coffee-inspired experience:  light in color and body, with an Earthy flavoring from the coffee that blends wonderfully with the exotic flavors from the sour beer.  A refreshing and delightful beer for the summer ahead.  ",1,['Sour Ale'],3.621
