UID,User_Name,Location,Number of Ratings,Mean Rating
1106479,Herbrechtsmeyer,Charles City,0,nan
341766,trick_trickster,"New Hartford, CT",0,nan
2203412,Neurohobbit,Minsk,0,nan
3147624,Mmarie4beer,"Denver, CO",0,nan
187575,scottyorange,Erf,0,nan
2607939,Markmooseryan,Sunbury,0,nan
1724779,,Milford,4,4.25
140048,DMO,"Clayton, NC.",0,nan
81624,fess90,Bridgeville,0,nan
241257,alexsamael,Moscow,0,nan
241256,stenbacka,"Göteborg, Sweden",0,nan
297146,stevevrablik,"Saitama, Japan",0,nan
1340434,cgwendt,"West Fundee, IL",0,nan
1650961,wvufan64,"Massillon, Ohio",0,nan
13601,urwithdave,FL,0,nan
11072,sswatral,Babylon NY,0,nan
289289,JamesHorrocks8,Sydney,0,nan
1021243,mooseman54,STAFFANSTORP,0,nan
842781,Arpelalm,"Täby, Stockholm, Sweden",0,nan
3169778,katiebug423,Atlanta,0,nan
1824662,jgaravalia,the mitten,0,nan
1321800,Jbenoit4,"Pioneer Valley/Central, MA",0,nan
1620954,Gauron,Sweden,0,nan
2907829,cavetrolls,kjellern I øverstua,0,nan
1683368,Astrid2014,Asterdbar,0,nan
1391805,ryanosaurulysses,Baton Rouge,0,nan
2831391,Thogo,Helsinki,0,nan
316124,cherryh,OSA,0,nan
45199,RockAndRoll,"Bay Area, California",0,nan
45198,iemailjack,Florida,0,nan
1596336,timkhobbs,"Leeds, UK",0,nan
73363,Rmill216,"Northfield, OH",0,nan
638284,theoriginalbean,"Poulsbo, WA",0,nan
510608,AdamBomb8,"Pittsburgh, PA",0,nan
475667,DoktorAlg,Lund,0,nan
2164788,Rossatron190,UK ,0,nan
504292,imthemanwholovesyou,San Diego,0,nan
1821664,Mu330,"Minsk, Belarus",0,nan
145793,mndleftbod,"media,pa",0,nan
288213,hmorg,Hardén Residence,0,nan
424554,andrewjleckie,"Brisbane, Australia",0,nan
2232885,RayRay78,the hague,0,nan
1722293,TommySmash,"Westfield, New Jersey",0,nan
28670,jusino,"Washington, DC",0,nan
241987,neilm79,"Arlington, VA",0,nan
252250,jeffdonthemic,In an RV down by the river.,0,nan
1821703,adbennettatc,Massachusetts,0,nan
3088500,Sean110,UK,0,nan
1357519,David36,Syston,0,nan
12023,heyitsmallory,Indianapolis ,0,nan
229655,Tippetsnapper,Philly burbs,0,nan
567034,stryphe84,NJ,0,nan
2829405,_moi_,Genève,0,nan
1202731,mrindy77,Hudson,0,nan
114405,rwnash,Caerphilly,0,nan
721531,Spudd114,"Bristol, England ",0,nan
1089240,,NJ,50,3.605
82662,madj42,"Eagan, MN",0,nan
454035,davidov,Sofia,0,nan
2049194,creekygoose,"Berkshire, England",0,nan
89466,Screwupbeer,Idaho,0,nan
678164,moist,Osaka,0,nan
1778255,Tommen74,"Oppsal, Oslo ",0,nan
880532,FitzAmberHerd,Nottingham ,0,nan
2003325,Jchill,"Boston, MA",0,nan
433785,Budda80,Buddas cabin,0,nan
465677,KingSpiritHawk,Hawks Nest,0,nan
2120943,Charlotte49er,Damgud Brew & Music Werx,0,nan
2319947,Chickenpuncher,The 215,0,nan
3053737,drunkenpieceofshit,Geleen ,0,nan
732623,the_newk2,Austin TX,0,nan
52877,PMGreer,Omaha,0,nan
14404,alexw,"Largo, FL",0,nan
2236776,GBrookhouser,United States,0,nan
581449,shane4254,"Allen, Texas",0,nan
1073406,Zodact,San Francisco,0,nan
58319,mattynews,New Jersey,0,nan
220184,sp000n,"Parma Heights, OH",0,nan
35448,daviddulock,"Atlanta, GA",0,nan
556363,SBThoren,VIMMERBY,0,nan
10501,woodychandler,"Lancaster, PA",0,nan
1134206,tink69,nevr nevr land,0,nan
2738287,Papas_Delicate_Condition,Right behind you,0,nan
2162940,SteepleCatChaser,Essex,0,nan
996965,2Faust2Furious,"Kenosha, WI",0,nan
725448,GACDeuce,Boston,0,nan
197960,lfty357,"Brewville,Fl.",0,nan
643911,CaseOfBeerenyi,"Doylestown, Ohio",0,nan
1991762,maartenvanzoeren3,Aarle-rixtel. ,0,nan
3157108,kellyun,CT,0,nan
500278,MartinDavePat,"Surrey, UK",0,nan
161791,justinthrl,"Portland, Or",0,nan
828950,ssunderlin,"Pittsburgh, PA",0,nan
32061,ngugliotti,WI,0,nan
36266,CJForte13,"Lehigh Valley, PA",0,nan
1063415,vtshaft,Raleigh,0,nan
889530,mjenne74,"Rochester, NH",0,nan
792460,Megaradjenni,"East Alton, IL",0,nan
2194734,ConnorSpiech,"Columbus, OH",0,nan
25451,dbb618,Adelaide ,0,nan
2485865,Leewilco,Southend essex,0,nan
3011552,DocHopp,"York, Maine",0,nan
2636218,snevke,Snev's Quadruppel palaleis! ,0,nan
2293152,Dzjannie,IJsselstein,0,nan
2499929,GeertBraks,Streekrestaurant de Hofkaemer,0,nan
2027966,bbarlow007,San Francisco,0,nan
419152,TimothyBP001,"National Park, NJ",0,nan
2476624,HoppyPunk,Novosibirsk,0,nan
599679,Mrdeely,Deely's Deckside,0,nan
2346931,Goatboye,Chicago,0,nan
2067880,Zamundas,Horsens,0,nan
1439944,sutherlandm88,The Beer Bunker,0,nan
2183304,ebindrinkin,Fairport NY,0,nan
624019,FoundersSipper,"Commack, NY",0,nan
141222,dronestreet,Indianapolis,0,nan
1572182,JesSimboli,"Brockport, NY",0,nan
61637,fredmugs,"Bloomington, IN",0,nan
3035685,Dunedinbear,Edinburgh ,0,nan
23467,btmulligann,Boston ,0,nan
3119862,Zimdawg,Casa de Zimmer,0,nan
1290346,amandashand,Colorado,0,nan
30583,electrohead,"San Antonio, TX",0,nan
723771,lance283,London,0,nan
1977614,MDeja,Grand Rapids,0,nan
2925924,HarnonC,Belém/Castanhal - PA,0,nan
563325,Heinzelman,Newcastle-upon-Tyne,0,nan
1055343,wskp530,san diego,0,nan
739719,bustahhhh,"Dover, NH",0,nan
2253259,halwaterman,"Melrose, MA",0,nan
2106691,jessegoins,Greenville,0,nan
160265,renbo172,Haarlem,0,nan
1753345,BCanBrew,SC Michigan,0,nan
288979,piewords,DC,0,nan
794500,PompeyRay,Portsmouth ,0,nan
2684032,terry744,Ft Lauderdale,0,nan
2495424,CrystalRox,Dallas ,0,nan
98697,Spigler,"Silver Spring, MD",0,nan
1050383,Rmabbitt,Lancaster CA,0,nan
353274,JanErikLyseng,Hønefoss,0,nan
1318623,Udo327,Utrecht,0,nan
1826633,Ilsjepilsje,"Middelburg, Nederland ",0,nan
17510,raveskdr,washington dc,0,nan
472193,win8brewer,"Antwerp, Belgium",0,nan
742925,koningpils,lampegat,0,nan
917304,CognitonBeer,"Ishpeming, MI",0,nan
1790067,Gwoman,296 bitches,0,nan
340306,joaofarina,Brazil,0,nan
290727,jbdark,Barcelona,0,nan
2635397,13Coroner,Obninsk ,0,nan
155702,bryanthecook,Chicago,0,nan
354656,IAWmug292,"Jacksonville, FL",0,nan
1354124,NoseOverTail,Leicester,0,nan
1688612,gmaelstrom,"Nashville, TN",0,nan
1108161,8point,Midlthian,0,nan
448215,raypatsfan,Fitchburg Massachusetts ,0,nan
1988019,Pfuetzi,Nürnberg,0,nan
505391,asmartt1,"Portland, OR",0,nan
2588835,UtkinSerg,Yaroslavl,0,nan
1101899,coolharry,"Appleton, WI",0,nan
2417504,TomFlake,Herskind,0,nan
358430,ThirstyTiger,At Last!!!,0,nan
720226,DrumKid007,Oklahoma,0,nan
2871408,TheKraken540,"king george, va",0,nan
348703,Cheddahbiscuits,"Salt Lake City, UT",0,nan
295091,Jrenfro,"Portland, OR",0,nan
39006,wkbdyb,Toronto,0,nan
1028511,DField118,Nashville,0,nan
1509106,blackmetalbrandon,Brandon's Cave,0,nan
2538691,dmitry_,Minsk,0,nan
2582804,gmm80,CT,0,nan
223093,beanboon,"Orlando, Fl",0,nan
343395,avtryck,"Stockholm, Sweden",0,nan
287805,jentb0y,Inner Sydney Westie,0,nan
16435,kiwimark73,Sydney,0,nan
1195861,Superbrother,Here,0,nan
141727,MarkAltom,"Martinsville, NJ",0,nan
1461837,CanadaFox,Ottawa on,0,nan
975,thebeerrunner,"Milwaukee, Wi",0,nan
2821105,derenkeskin,Tokyo,0,nan
1741855,jimijeroen,Harlem,0,nan
2319989,JoshuaPatterson94,"Downtown St. Pete, Fl.",0,nan
1104178,JakesBrew,"Massena, NY",0,nan
301355,olaBaloo,Imers Brygg,0,nan
2257670,ollyisk,Wiesbaden,0,nan
344025,kstan1905,"New Haven, CT",0,nan
1062137,Bysen73,Visby Gotland,0,nan
354284,10thYearSenior,"Denver, CO",0,nan
671706,jeanpierreledouche,L.A. in VA,0,nan
104010,cesarkehdi,"Sao Paulo, Brazil",0,nan
1893805,TheWoman01,"Birmingham, UK",0,nan
2594292,mugsoh,"Zanesville, OH",0,nan
2595465,Alexey74,Chelyabinsk,0,nan
17914,Trevhead,Cincinnati,0,nan
181176,ferlin,Kalix,0,nan
2636078,jaufe,Maarssen,0,nan
46775,evanlarkin,"Minneapolis, MN",0,nan
2298159,etzeppy,"Dallas, Texas",0,nan
2111358,schuimkroaat,Leuven ,0,nan
1874974,AdmiralSpaceship,Deerfield ,0,nan
988056,Colin1984,Schijndel,0,nan
491795,its_erika_yo,"Fort Stewart, GA",0,nan
844181,BackRoomTroll,Sioux Falls,0,nan
1048433,Middlejanuary,"Cincinnati, oh",0,nan
475094,,Connecticut,50,4.1399999999999997
1124389,daneaton,"Columbus, Ohio",0,nan
812002,,"Lexington, SC",50,3.8399999999999999
2351756,,"Kansas City, MO",50,3.9350000000000001
537762,rumbum,"Williamsport, PA",0,nan
22448,,"Lexington, KY",48,3.8489583333333335
1310335,Kavirk,Scranton,0,nan
634445,fduncan,"Lexington, MA",0,nan
1654589,Lysdrinksbeer,CT,0,nan
97112,ehh,Oslo,0,nan
97116,kirms2113,Rhode Island,0,nan
2468299,The_Niels,Aarhus,0,nan
977159,Waschkamacallit,Caisleán O'Hannay,0,nan
188351,dmfldesign,Florida,0,nan
684806,doug6322,West Palm Beach Florida,0,nan
3062328,mrmccullar,"Van, TX",0,nan
486799,SvendTT,Aalborg,0,nan
85118,wadup45,"Columbus, OH",0,nan
196899,jtstott,"Pembroke, MA",0,nan
48788,eastcoastbrew,"Norfolk, VA",0,nan
967757,DvdP,The Netherlands ,0,nan
1250620,SquidBillie,"Hershey, PA",0,nan
907234,Greasybob,Brisbane,0,nan
3148509,wildowlbrewery,Samara,0,nan
2002914,immattscott,"Austin, TX",0,nan
263210,hazzakus,Rundvik,0,nan
3071689,tlewandowski,Philadelphia ,0,nan
508630,Krandall,General Quarters,0,nan
2206064,gerbenw81,Koudekerke,0,nan
18353,,Chino Hills,50,3.6499999999999999
2576833,MarcusMarchal,Sweden,0,nan
633794,DanSmith17,"Wilmington, DE",0,nan
2013149,Joinerpete,"Sheffield, South Yorkshire ",0,nan
388077,nickdc1987,Yorkshire,0,nan
2357550,Maahs,Iowa,0,nan
98296,Mattcfin,Coatesville PA,0,nan
379177,dfhhead25,Red Lion,0,nan
1473300,tonmai,Bangkok,0,nan
2017110,cssabourin,baraboo,0,nan
975585,,Stockholm,50,3.7799999999999998
1006382,mastacow79,"ridley park, pa",0,nan
678513,denaice,Swindon,0,nan
1155312,holcod,"Minneapolis, MN",0,nan
2954785,NicolaW,Leeds,0,nan
432053,Culpepperontap,Culpepper Beer House,0,nan
903757,mendrizzi,Kamloops,0,nan
136741,preston_l,Nashville,0,nan
530839,cozzie,Auckland,0,nan
128134,aurops,Madrid,0,nan
2409367,Bazooka-Tooth,"Vermilion, Ohio",0,nan
2335926,,"Ocala, FL",49,4.1173469387755102
20691,eheupel,Mystic,0,nan
218428,danilopaulinodasilva,São Paulo,0,nan
1903648,njviking,The Glass House.,0,nan
49647,Cunningham,In The Barn,0,nan
2272025,JTannerCarroll,Tennessee ,0,nan
361962,Tiivi,Helsinki,0,nan
2618412,,"Duluth, Minnesota",50,3.645
2516644,Definit,NYC,0,nan
745032,Milcpac,Delft,0,nan
696296,Beerskul,Silver Sands Beer Co.,0,nan
762730,dramalho,Dublin,0,nan
2765911,Freerob123,Northeast Ohio,0,nan
2651337,Conway5,West End,0,nan
1654099,bassoongb,London,0,nan
825579,vgoodman,"Blair, NE",0,nan
1977605,sctman1,Hamden,0,nan
1616570,Batrikki,"Vasa, Finland",0,nan
1544283,Hallsey3,Milwaukee,0,nan
398534,BrianGoldstein,"Oxford, CT",0,nan
1852594,bcarette,Zonnebeke,0,nan
1816894,ryancaviness7,Canterbury Ct,0,nan
137948,rasket,"Paris, France",0,nan
2381511,Torch42,Texas,0,nan
353102,yourmate,Queensland,0,nan
435206,Colgan89,Birmingham,0,nan
1189207,NateSeats,Sheffield,0,nan
1729982,fazmuffin,Sydney,0,nan
741253,drHOPPYhr,S.O.C,0,nan
415915,Etaysom,orange county ,0,nan
940448,seaneripa,Doylestown,0,nan
1221297,Gfogerty,Philadelphia ,0,nan
416393,troutman1985,Holly Springs NC,0,nan
1002854,jeffgordon,virginia,0,nan
824753,Unzepe,Utrecht,0,nan
1803585,Eli_Mcbeerson,"Goshen, IN",0,nan
510691,shannoncd,"Los Angeles, CA",0,nan
797512,JMann55,Pittsburgh,0,nan
765564,justinhaaga,"SLC,UT",0,nan
1612039,guardianofsteel,Lyon,0,nan
1903627,ShaneRidgway,Casa De Ridgway ,0,nan
205438,AndreasRW,Oslo,0,nan
101940,JR2011,Stockholm,0,nan
127190,mgobrew10,florida,0,nan
1570543,Elexia,Granada,0,nan
201270,stephmrogers,DC area ,0,nan
6095,shessohigh,London,0,nan
1243522,NFD248,"Norwalk, CT",0,nan
687470,Sammys99beers,Phoenix,0,nan
1342265,Helsing,Lödde,0,nan
2784820,,Dublin,50,4.0300000000000002
21806,Ryan32,St. Louis,0,nan
126547,svetlana_st,Kyiv,0,nan
284158,Rdodson47,"Baton Rouge, LA",0,nan
2836723,Oh_Babby,Nimma City,0,nan
1067755,TrailBlazer1027,"Treatville, USA",0,nan
2118141,Kveitebollen,Håhjem,0,nan
570470,Lucasofo,Chicago,0,nan
1878614,ylipentt,"Helsinki, Finland",0,nan
443219,brian44556,Louisville,0,nan
614394,Leder,Montréal,0,nan
200822,,"Beaufort, SC",50,3.6400000000000001
2498127,Gagggggggg,"Linden, NJ",0,nan
1052747,jimcap,Amish box,0,nan
1818066,CoolJoey,St. Kitts,0,nan
2620909,Opperclowntje,Uitgeest,0,nan
1719549,CowboyDarzer,Dublin,0,nan
1263757,Scap518,New York,0,nan
1108043,kkauffman,Northern Virginia,0,nan
265709,loweschmidt,Stockholm,0,nan
130398,cheezy,Devon,0,nan
864920,Tieske13,Arnhem ,0,nan
346713,danbrough,"Wellington, New Zealand",0,nan
1775601,sajman03,United States,0,nan
1156688,DanFischer,"Washington, DC",0,nan
1407208,Nub018,"Victor, NY",0,nan
234506,Slaggan,"Scania, Sweden",0,nan
491455,Thecommish101831,Mt. Tamalpais,0,nan
14501,sbd1212,US,0,nan
1344493,Kjeppis,"Sola, Norway",0,nan
1300401,BrewDoge,France,0,nan
200151,mmcdowell05,Doc's Lounge,0,nan
3012158,nicksours,Seattle,0,nan
140422,bamarek,Buffalo ,0,nan
451396,supertrombone,"Seattle, WA",0,nan
130578,RubenBier,Tilburg,0,nan
1964646,FinntheStagsLegend,Jupilers Bermuda Driehoek I,0,nan
1467285,GroveNickA,Huddersfield ,0,nan
3158753,akelbon,Poughkeepsie NY ,0,nan
1158389,JMcCahan_82Abn,McPinay's Gastro Pub,0,nan
1687316,caligirlhope,"Salt Lake City, UT",0,nan
1938984,P_Powell,Perth,0,nan
2355329,mstopa,The Badlands,0,nan
1339244,zsiegel,"Naperville, IL",0,nan
833033,ainokea,"Ken Caryl Ranch, Colorado",0,nan
2986749,MaxBellehumeur,Montreal,0,nan
806210,Roadwarrior82,Mist OR,0,nan
198140,synder4477,Florida,0,nan
7440,pmfrost,Zürich,0,nan
1575111,TannerFanner11,Denton / Addison ,0,nan
1256924,patmadl2002,Cincinnati,0,nan
921803,stesath,Oslo,0,nan
25174,tnewt,"Andrews, NC",0,nan
1223161,Laura61,Home Sweet Home 8503 Lincolnshire,0,nan
565633,TapHead,"Columbia, SC",0,nan
7227,schuh_brew,"Nassau Bay, TX",0,nan
867531,logik28, Lockerbie,0,nan
491890,Caroline_,Halesowen,0,nan
1826286,,"Stockholm, Sweden",50,3.5899999999999999
2402037,WilliamC,Orlando City,0,nan
1915534,emme74,Furtebua Brewery,0,nan
1970015,danibode,Brasília,0,nan
2355216,Aybruhbruh,"Chicago, IL",0,nan
1587872,rdespain,"Tokyo, Japan",0,nan
875388,Mandrew1,"Nunyabizness, WV",0,nan
788038,xagainirise,PA,0,nan
1388226,weston24,Cardiff,0,nan
1817349,LiquidLen,"Surbiton, England",0,nan
3118409,Elazar_Nudell,Massachusetts,0,nan
611006,bradhellman,"New Orleans, LA ",0,nan
2893071,Renzodf,Brussels,0,nan
1075250,NatWeg,"Melbourne, Australia ",0,nan
1512383,Ceeelos,Dallas,0,nan
2192963,Bagarbengt,Borås,0,nan
1126413,ia4panic,cedar rapids ia ,0,nan
734308,KruK,Kraków,0,nan
1576584,TEdeal,Indianola Iowa,0,nan
293253,jlpowers22,Maine,0,nan
2605874,Archerr,Moscow,0,nan
642809,Agentdresh,"Venice Beach, CA ",0,nan
331734,RichardD79,Red Deer ,0,nan
851749,Jelmerheida,berlikum,0,nan
449158,DJMarkyMark,Suffolk,0,nan
835300,SayWat,Chicago,0,nan
1383115,megnotmeg,"Hillsborough, NC",0,nan
60352,BlackIllusion,"Austin, Tx",0,nan
523692,boughn22,"Colorado, USA",0,nan
278471,Ckonnick,The Seaside Shack (Residence),0,nan
278065,Angantyr,"Stuvsta, Huddinge, Stockholm, Sweden",0,nan
1032998,Kvnpgolden,"Williamsburg, VA",0,nan
1000721,JahJson,"Malmö, Sweden ",0,nan
47166,jakobagren,Torslanda,0,nan
88732,Pintglassjon,"Minneapolis, MN",0,nan
2601780,EvilCJ,Ottawa,0,nan
127733,rmnash,"New Cumberland, Pa",0,nan
314734,,Cherry Hill NJ,40,3.8374999999999999
1601743,MassBrewBros,Massachusetts And Beyond,0,nan
1548730,Teto84,Oslo,0,nan
381177,mdlayher,"Kalamazoo, MI",0,nan
213011,jorgend,Sweden,0,nan
981002,Scoot77,"visalia, ca",0,nan
3137536,CathyV,"Troy, IL",0,nan
631768,rick_w,South Dakota,0,nan
1133819,BostonTom,baltimore,0,nan
718248,CC_BeerGuy,"Fort Myers, FL",0,nan
20801,sofiacase,São Paulo,0,nan
1717763,Shawnwaite,Ft. Myers,0,nan
1360166,frelar7309,Gullbrandstorp ,0,nan
958078,thechrishouston,Tickertown,0,nan
671813,Itzalie,oslo,0,nan
181289,apocalypsezombie,Illinois,0,nan
617924,3andout,The Nordplex,0,nan
851685,REDJAY75,Michigan,0,nan
2673161,jamesdn,Bristol,0,nan
1053209,mtmxr,"Portland, OR",0,nan
338721,Beer_craft,Massillon Ohio ,0,nan
2796703,Feodoro,"Moscow, Russia",0,nan
1412503,DKMJ78,Norge,0,nan
2552932,Droneale,Aotearoa,0,nan
1658199,Bierpower,Land of the Free,0,nan
1342286,Greensunburn,"Warren, Rhode Island ",0,nan
1471049,nikolsko,Oslo,0,nan
311650,kristadegroot,Alkmaar,0,nan
115335,CHAMPDDS,"Chattanooga, Tennessee",0,nan
1124869,BetterOffEd,"Baton Rouge, LA",0,nan
40048,darksheik,"Jersey City, NJ",0,nan
1298600,Nick3682,"Vienna,va",0,nan
584680,Jimiller,"Jacksonville, FL",0,nan
26910,szechyjs,"Columbus, OH",0,nan
1079480,rikapeldoorn,Vriezenveen,0,nan
1008628,GlennNoon,Nuneaton,0,nan
381847,Onjmonster,Massachusetts,0,nan
701090,Earlofmedland,Toronto,0,nan
965969,aetmcdonald,Shaw,0,nan
673045,fabiocabral,Blumenau - SC,0,nan
559534,Rubke,Geleen,0,nan
66071,SloopChicago,Chicago,0,nan
1250351,Rastrana,Porto Alegre,0,nan
1269905,Dr_T,Joensuu,0,nan
177629,nomusicnolife,Tokyo,0,nan
1920532,RynoKW,"Ofallon,  MO ",0,nan
527222,renanlemos,Sapiranga,0,nan
1541767,Craig1510,Warrington,0,nan
499830,bryanwhitneyaz,Lake havasu city,0,nan
956566,Leostogie,Tipp City,0,nan
1814200,RudivandePas,Middelbeers,0,nan
2867111,Carolina80,Lisboa,0,nan
1085,RadioCarla,"Cincinnati, OH",0,nan
483063,walters7700,"Maine, NY",0,nan
300698,Aminoelle,"Tampa, FL",0,nan
3075429,Ficus-forever,Krasnogorsk Moscow region,0,nan
1942020,Joeywhat,Your mom's house,0,nan
2539029,Jojuloja,"Glasgow, Scotland ",0,nan
1064202,schuck20,Womelsdorf,0,nan
34290,pacerfox,"Austin, TX",0,nan
76663,BeTheBrew,"Westerville, Ohio",0,nan
164079,JDubbya70,South Dakota,0,nan
97012,,Haarlem,48,3.6510416666666665
62195,dirtyluck,"Lawrence, KS",0,nan
1425364,Hell84,Home of Jigenheim ,0,nan
74255,Cristi2916,"New Bern,NC",0,nan
2010451,nitecmos,DefaultCity,0,nan
136674,tj40hands,Columbus,0,nan
2455772,AshleyDeLuca,"Oriskany Falls, NY",0,nan
1093134,MRDuffy,"Akron, OH",0,nan
47996,seriousandy,"greenville, sc",0,nan
3101305,Rich_F,Wymondham,0,nan
215066,VSJordan,Michigan ,0,nan
3027777,Brendv,Enschede,0,nan
1851747,GrumpySteelo,"Karori, Wellington,NZ",0,nan
471975,jamisonculp,San Diego,0,nan
591466,Geewiz,"Akron/Cleveland, OH",0,nan
1259134,Dodgerillo,Madison ,0,nan
2050928,C4Stanf,North NJ,0,nan
38005,,"Charlotte, NC",0,nan
49407,,"Knoxville,TN",50,4.0499999999999998
1973041,birdgodking,"Springfield, Vermont",0,nan
1098704,BertMacklen,Queen city,0,nan
235927,Hop-receptors,Brue de Segari,0,nan
1946634,foxxmd,"Atlanta, Georgia",0,nan
727564,Dshanky,Lleeds,0,nan
53314,bellcap,North Carolina,0,nan
35543,looty,"Skaneateles, Atlanta's Man Shed and the Colorado cabin",0,nan
1016158,bkwhoppa66,"Rockaway, NJ",0,nan
2503532,cakoch73,"Columbia, SC",0,nan
44768,djordan021,Big Green Chair,0,nan
363109,gnomeontherun,Texas,0,nan
3126628,Znerk,"Virginia, MN",0,nan
1248437,Hodgepodge299,Illinois,0,nan
19900,DarcyK,Toronto,0,nan
2535233,Norstrom,Slätmon,0,nan
2278639,Pema75,Dalby,0,nan
41905,peednas,Philadelphia,0,nan
177042,mad3air,Delaware,0,nan
88382,IdRatherBeDrinkingBourbon,Lexington KY,0,nan
59365,kburns999,cincinnati,0,nan
3075089,beerandscooter,Audubon,0,nan
87848,DerekJEdwards,Indianapolis,0,nan
166285,DrewS,SC,0,nan
13984,kvanwagoner,"Rochester Hills, MI",0,nan
1199862,ebleta,Whitworth ,0,nan
278565,KathyNova72,Where the oranges run free ,0,nan
1111700,Hllhart,"Lafayette, CO",0,nan
200532,bermudaonion,"Simpsonville, SC",0,nan
2316140,Vyper199,"Leesburg, VA",0,nan
10147,bross242,Charlotte,0,nan
809497,SublightMonster,Tokyo,0,nan
1140723,firefoxx74,"Colchester, Essex, UK",0,nan
1502872,Monkeygirl75,"Virginia Beach, Va ",0,nan
33242,BeerNorway,"Fredrikstad, Norway",0,nan
766008,Neo-Beer,Italy,0,nan
319164,BrewYourOwnAdventures,Sacramento,0,nan
54897,firosanx,Mexico,0,nan
416792,Parzdiver,Pennsylvania,0,nan
901568,gshort72,"Carrboro, NC",0,nan
3031997,Lewlyd,Manchester,0,nan
88637,Solsv,Australia,0,nan
297396,jorn69,"Havregatan, Ängelholm",0,nan
188911,jimshan,stewartsville nj,0,nan
1487528,GeraldHeld,"San Francisco, CA",0,nan
1013316,DevilandtheDeep,"Galveston,  TX",0,nan
1062611,cjsutton,Romsey,0,nan
1009299,Disc,California,0,nan
1936326,Bierprincess,"Lancaster, PA",0,nan
36728,hoptamian,Chicago,0,nan
51681,JimHarley,"Gloucester, England, UK",0,nan
1715663,Abbat,Saint Petersburg,0,nan
846163,HamSkillet,"Wexford, PA",0,nan
398120,srmarcondes,"York, PA",0,nan
76640,Pommerngriffin,"Milwaukee, WI",0,nan
2576791,Andjoz,Tokyo,0,nan
746703,traveligion,jelgava,0,nan
3114766,wilsonschlinz,CT,0,nan
1007067,buredzike,"Winooski, VT",0,nan
127572,misael_e,Houston,0,nan
726971,DrMark,"Bromley or ""drinking behind you""",0,nan
1176740,ChristerK,"Bergen, Norway",0,nan
1525086,hegelstad,Trondheim,0,nan
91773,LupuloyCebada,Barcelona ,0,nan
759282,Coda,"Missoula, MT",0,nan
1493305,flux_dragon,Pen15,0,nan
134984,bennyben25,Seattle,0,nan
1024306,Stoody5000,Philadelphia,0,nan
1833178,teemuhui,Joensuu,0,nan
307176,NotKosher,OH,0,nan
172459,jordanthurston,Baltimore,0,nan
364048,beerorprozac,home,0,nan
444811,Zjokke,Heist Goor,0,nan
2343891,BillDubs782,"Buffalo, NY",0,nan
2234568,Goofty,"London, United Kingdom",0,nan
442228,Weath,nr. Loughborough ,0,nan
725786,NoStandUpComedy,"Tuscaloosa, AL",0,nan
170845,edoderer,"Gotham City, NJ ",0,nan
47336,hoptimist,"Berkeley, CA",0,nan
1780106,rachelkatznelson,"Chicago, IL",0,nan
328168,wpqx,"Evanston, IL ",0,nan
2176493,BartCrets,"Hulshout, Belgium",0,nan
680746,rdrenner,"Virginia, United States",0,nan
15622,Poolio,Ohio,0,nan
2733565,bsams1,"Lodi, CA",0,nan
1499514,cycamps,"Mankato, MN",0,nan
98323,bax915,aurora il,0,nan
892666,scaussie,Albert Park Victoria,0,nan
454305,tubby251,osakis,0,nan
2284849,Johnny5000,STP,0,nan
2681446,The_Hopptometrist,Fort Bragg,0,nan
701385,ASpicyPepper,"Orange County, CA",0,nan
2073145,E_Mack,"Austin, TX",0,nan
116897,RogerE,"Oslo, Norway",0,nan
2144346,daynab,United States,0,nan
1038449,axdawson,Dundee,0,nan
985539,Hnrk,Yeastagram.com,0,nan
1790606,Avslick388,"Tampa , Florida ",0,nan
84895,rrbler,Atlanta,0,nan
1821748,gonchawakit,Bangkok,0,nan
990698,primusfnm,"Rescue, CA",0,nan
1239921,chronoti,Toronto,0,nan
1072349,ASBIV,Livin in the city,0,nan
2560071,sxing,USA,0,nan
366179,Lemme_get_two,Wood Ridge NJ,0,nan
1039327,Dseanv,"DFW, Texas",0,nan
711280,fatsug,NE,0,nan
1299405,Angisolle,"Louisville, KY",0,nan
3429,crazybobcat,Texas (Unfortunately),0,nan
256721,AJsuperfriend,YYC,0,nan
56882,imagine2209,Raleigh,0,nan
464517,Guuskundige,Best,0,nan
46605,alcoyne,Rickinghall,0,nan
2874407,ChuckF816,Twente,0,nan
603498,acsiqueira,"Dublin, Ireland",0,nan
1608454,ragahi,"Davis, Ca",0,nan
2781025,carbluey,Newcastle ,0,nan
2134696,Frank14,"Lancaster, PA",0,nan
1202108,johnra8410,Western NC,0,nan
571638,mcwede,Solstigen 18 - Västerbottens län - Sverige,0,nan
2092967,cervejaemfoco,Blumenau-SC,0,nan
3062668,CJerrier,Nobadeer Circle ,0,nan
1361650,vexe,x,0,nan
2388087,MattiWest,Amsterdam,0,nan
556083,derbe3x,Munich,0,nan
141877,mq4188,"Downriver Detroit, Michigan",0,nan
